question,ground_truth,model_answer,confidence,is_correct
"The state of Oaxaca, hit by a devastating mudslide in October 2010, is in which country?",Mexico,Mexico,0.83,True
The town of Budge Budge is in which country?,India,India,0.72,True
Which mime artist is associated with the character Bip?,Marcel Marceau,Charlie Chaplin,0.62,False
"What is the Japanese martial art, similar to judo, which uses grappling, throws, and non-resistance, to debilitate opponents?",Aikido,Aikido,0.85,True
What is the Southern India savoury steamed cake made of rice and served with chutney?,Idli,Idli,0.79,True
What was the title given to the daughters of the Kings of Spain and Portugal who were not the heir to the throne?,Infanta,Infanta,0.79,True
What type of creature is a Meadow Brown?,Butterfly,Butterfly,0.85,True
Oster-monath was the Anglo Saxon name for which month of the year?,April,August,0.72,False
"The Bell Rock Lighthouse, said to be the oldest surviving offshore lighthouse in the world, lies off the coast of which European country?",Scotland,Scotland,0.83,True
The Bacillus Calmette-Guerin vaccine is used for immunisation against what?,Tuberculosis,tuberculosis,0.79,True
Which Christmas condiment is made from fruit sometimes referred to as marshworts?,Cranberry sauce,Marmalade,0.72,False
The fortified wine drink Sherry is named after what town?,Jerez,Jerez de la Frontera,0.83,True
"Who composed the music known as The Nutcracker Suite, for the Christmas themed ballet The Nutcracker, premiered in St Petersburg, 1892?",Tchaikovsky,Pyotr Ilyich Tchaikovsky,0.95,True
What former Egyptian president was born on Christmas day in 1918?,Anwar Sadat,Anwar El-Sadat,0.43,True
"In Mexico, it is said that wearing what colour/color underwear on New Year's Eve ensures finding new love the following year?",Red,red,0.72,True
In what Eastern European country did violence arise against Uzbeks during 2010?,Kyrgystan,Kyrgyzstan,0.78,True
An American ban lasting 21 years was lifted in 2010 for what Scottish food?,Haggis,Haggis,0.72,True
"Name Microsoft's hands-free gaming system launched in June 2010, a made-up word alluding to joining?",Kinect,Kinect,0.95,True
What controversial relic went on display in 2010 in the Italian city whose name it bears?,The Turin Shroud,Shroud of Turin,0.62,True
"Name the head of the 'whistleblowing' website Wikileaks, in the news during 2010 after publishing thousands of sensitive government and military documents?",Julian Assange,Julian Assange,0.95,True
In what European city was snooker player John Higgins stung by the News of the World newspaper relating to an alleged betting fix?,Kiev,"Edinburgh, Scotland",0.75,False
Which famous football figure managed the Ivory Coast national team at the FIFA 2010 World Cup Finals?,Sven-Goran Eriksson,Sven-Goran Eriksson,0.65,True
"Which country's coalition government, led by Jan-Peter Balkenende, collapsed in 2010 when disagreeing about extending military action in Afghanistan?",Netherlands,The Netherlands,0.65,True
The new £340m Aviva Stadium in Ireland opened in 2010 on the site of which previous famous sports ground?,Landsdowne Road,Lansdowne Road,0.73,True
"Name Google's service launched in 2009 from which support was withdrawn in 2010, which offered 'next-generation email', messaging and twitter-style micro-blogging?",Wave,Google Wave,0.79,True
Name the Surrey (UK) town which attempted to rebrand itself with the suffix '-on-Thames' due to reference by comedian Sasha Baron Cohen's wannabe gangster character?,Staines,Staines,0.79,True
"What city, Chile's second largest, suffered an 8.8 earthquake in 2010?",Concepcion,Concepción,0.75,True
"""Colton Harris Moore, the 6'5"""" American teenager who made the news because he stole a boat and a plane, acquired what nickname because of his lack of footwear?""",The Barefoot Bandit,Barefoot Bandit,0.85,True
What parliamentary seat was not contested on 6 May in the UK general election due to the pre-election death of a candidate?,Thirsk and Malton,Henley,0.79,False
"In the Blandings Castle stories by P G Wodehouse, what kind of animal is The Empress of Blandings?",Pig,a pig,0.79,True
"What section of a Qwerty keyboard can type most English words, left or right?",Left,middle,0.79,False
What was the highest grossing movie of 2010?,Toy Story 3,Toy Story 3,0.83,True
Who composed the opera Cosi Fan Tutte?,Mozart,Mozart,0.95,True
"Bell, Wax, Jalapeño, Habanero and Poblano are types of which fruit, (which some think is a vegetable)?",Chili pepper,Pepper,0.83,True
"Aphasia is the medical term for the inability to use or understand what, resulting from damage to the brain?",Language,language,0.83,True
"Pony, seven and schooner are Australian terms for what?",Beer glasses,beer,0.83,True
Referring to a 1950s song what is the traditional bingo call for the number 76?,Trombones,Lucky for Some,0.55,False
An isohel is a line on a map connecting two points which have the same duration of what?,Sunshine,solar time,0.79,True
"If something is colubrine, it resembles or relates to which type of creature?",Snake,boa constrictor,0.78,False
Who is the the voice of cartoon character Jack Kahuna Laguna in a special episode of Spongebob Squarepants?,Johnny Depp,Tom Kenny,0.57,False
Mount Lascar is in which South American country?,Chile,Chile,0.95,True
Osmic relates to which of the senses?,Smell,sight,0.6,False
Which element is mixed with gold to make red gold?,Copper,copper,0.83,True
What is each section of ten beads on a rosary called?,Decade,A decade,0.95,True
"Planchet was the servant of which of the Three Musketeers, by Alexandre Dumas?",D'Artagnan,D'Artagnan,0.72,True
"In November 1935, which British prime minister returned to office after a general election?",Stanley Baldwin,Stanley Baldwin,0.72,True
The manufacture of what was prohibited in Russia between 1914-1925?,Vodka,Spirits and vodka,0.72,True
"The Qur'an (or Quran, Kuran, Koran, Coran or al-Qur'an - literally 'the recitation') is the religious text of which religion?",Islam,Islam,0.92,True
'The House at the Back' was one of three original houses that made up which famous London address?,10 Downing Street,Abbey Road Studios,0.63,False
"Whisky, honey, oatmeal cream and egg are the ingredients for which Scottish drink?",Atholl Brose,Irish Coffee,0.42,False
A garboard is a range of planks on what?,Ship,the hull of a ship,0.83,True
From which country did French horns originate?,Germany,Germany,0.62,True
What nation invented the kilt?,Ireland,Scotland,0.83,False
Who is the nude bow-carrying statue in London's Piccadilly Circus?,Anteros,Eros,0.72,True
In what month is the Munich Oktoberfest beer festival held?,September,September,0.95,True
An alkali turns red litmus paper what colour/color?,Blue,blue,0.95,True
"Colin Firth starred in the film of the famous book, Girl with a Pearl.. (what?)?",Earring,Earring,0.79,True
"Which country suspended its annual Antarctic Whale Hunt in February 2011, after activists from a US-based environmental group chased the mother ship?",Japan,Japan,0.83,True
"At which English racecourse did two horses collapse and die in the parade ring due to electrocution, in February 2011?",Newbury,Aintree,0.72,False
"Revealed in the author's archives given to Oxford's Bodelian Library in 2008, what occupationally titled novel had the working name The Reluctant Autumn of George Smiley?","Tinker, Tailor, Soldier, Spy","Tinker, Tailor, Soldier, Spy",0.79,True
Which planet in our solar system has the shortest year?,Mercury,Mercury,0.89,True
"Mistral, chinook, zonda, and willy-willy are types of which planet Earth feature?",Winds,wind,0.83,True
Libya was a colony of which European country prior to World War II?,Italy,Italy,0.85,True
"The Japanese musical instrument the shamisen (or samisen or sangen) has traditionally how many strings (the answer, in Japanese and the earlier Chinese, is in the name)?",Three,Three strings,0.83,True
Anosmia is the lack of which of the senses in humans?,Smell,smell,0.85,True
What is solid carbon dioxide commonly called?,Dry ice,Dry Ice,0.95,True
"What, that you might wear, may be welted?",Shoes,shoe,0.83,True
What colour/color is Mr Bump in Hargreaves' Mr Men series of children's cartoon books?,Blue,Blue/blue,0.79,True
Benesh Notation is the written language of which activity?,Dance,Ballet,0.73,False
"Who, as the first chairman of the British Rail Board, infamously directed the huge reduction in railway lines across the UK in the 1960s?",Richard Beeching,Dr. Richard Beeching,0.82,True
Elizabeth Taylor made a fortune from what business aside from acting?,Perfume,Bulgari jewelry,0.73,False
What alcoholic drink whose name means 'little water' was first distilled from grain in the 8-9th centuries in NE Europe?,Vodka,Vodka,0.72,True
The white pinwheel shaped Tiare is the national flower of which South Pacific island group?,French Polynesia,Tahiti,0.69,False
"A banderillero is a member of a team called a cuadrilla, in which controversial activity?",Bullfighting,bullfighting,0.95,True
Hippocampus is the Latin name for which emblematic marine creature?,Seahorse,Sea Horse,0.78,True
Which canal is known as the 'Highway to India'?,Suez Canal,Suez Canal,0.72,True
The moons of which planet are named after Shakespearian characters?,Uranus,Uranus,0.85,True
What is the name for mammals born incompletely developed and carried and suckled in a pouch on the mother's belly?,Marsupials,Marsupials,0.85,True
"What is the originally north African dish made of coursely ground wheat whose Arabic name, kaskasa, means 'to pound'?",Couscous,Berber Couscous,0.72,True
"At what fret are found the same notes as the open strings, but an octave higher, on a standard guitar?",12th,12th fret,0.85,True
What ancient African nation is (at 2011) the most populated landlocked country of the world?,Ethiopia,Burkina Faso,0.73,False
What common substance has the chemical formula NaCl?,Salt,Table Salt,0.95,True
What animal is traditionally seen in the branding of Fox's Glacier Mints?,Polar Bear,A fox,0.95,False
"In humans, alopecia is the loss of what?",Hair,hair,0.95,True
The most northerly point of mainland Europe is in which country?,Norway,Norway,0.83,True
Which author created the character Moll Flanders?,Daniel Defoe,Daniel Defoe,0.95,True
An Adder's Mouth is what type of plant?,Orchid,Adder's Tongue,0.72,False
US merchant and statesman John Hancock is remembered for his large and stylish signature on which document?,United States Declaration of Independence,US Declaration of Independence,0.95,True
"From the Greek word sphygmós, meaning pulse, what is the inflatable cuff pressure meter called which measures human blood pressure?",Sphygmomanometer,Sphygmomanometer,0.92,True
"Rathlin Island, off the Northern Ireland coast, was refuge to which Scottish King in 1306?",Robert the Bruce,Robert the Bruce,0.78,True
"A popular 1960s TV cowboy series, what is a cutaneous covering that has not been tanned?",Rawhide,hide,0.79,True
Name the British scientist author of the best-selling book A Brief History of Time?,Stephen Hawking,Stephen Hawking,0.95,True
Without looking and cheating - what three letters are conventionally on the number 5 button of a phone?,J K L,C-R-S,0.75,False
The International Bureau of Weights and Measures is based in which European country?,France,France,0.95,True
The Zapatista Army of National Liberation (Ejército Zapatista de Liberación Nacional) is a revolutionary group in which country?,Mexico,Mexico,0.87,True
What is an oblation in relation to a god? Offering; Curse; Damnation; or Church?,Offering,Offering,0.78,True
"What is the common name of the cooking ingredient from the hard fat of kidneys and loins of oxen, famously sold under the Atora brand?",Suet,Atora suet,0.75,True
Sesame seeds are a very good dietary source of what elemental mineral?,Magnesium,Calcium,0.72,False
"A Gay Girl in Damascus is the title of a hoax blog by fictional feminist/freedom campaigner Amina Abdallah Alaf al Omari, who in June 2011 was said to be based and abducted in which country?",Syria,Syria,0.83,True
What island is noted for its biodiversity and 80% unique wildlife due to more than 80 million years' isolation from continental land mass?,Madagascar,Madagascar,0.89,True
What letter was added to Wii by Nintendo in 2011 when naming its next generation gaming console?,U,U,0.79,True
"French for an additive, and a Venezuelan liberator of Ecuador, Bolivia and Peru from Spain, what was the currency of Ecuador before adopting the US dollar in the early 2000s?",Sucre,Sucre,0.68,True
